"Aimard_BanditsArizona" "Aimard_GrandChefAucas" "Aimard_TrappeursArkansas" "FevalPP_CavalierFortune" "FevalPP_ErrantsNuit" "FevalPP_JeanDiable" "Flaubert_Education" "Flaubert_MadameBovary" "Flaubert_Sallambo" "France_CrimeSylvestreBonnard" "France_MannequinOsier" "France_Thais" "Gaboriau_CrimeOrcival" "Gaboriau_Lerouge" "Gaboriau_MonsieurLecoq" "Huysmans_ARebours" "Huysmans_SœursVatard" "Malot_Cara" "Malot_ClotildeMartory" "Malot_Ghislaine" "Maupassant_BelAmi" "Maupassant_PierreJean" "Maupassant_UneVie" "Mirbeau_AbbeJules" "Mirbeau_JardinSupplices" "Mirbeau_SebastienRoch" "Ponson_Breda" "Ponson_CordePendu" "Ponson_RocambolePrison" "Stolz_DessusHaie" "Stolz_MaisonRoulante" "Stolz_TresorNanette" "Verne_ArchipelFeu" "Verne_DeuxAnsVacances" "Verne_VingtMilleLieues" "Zola_Germinal" "Zola_Nana" "Zola_Oeuvre"
"mains" 0.0305021767462496 0.0537838678002398 0.0632230442450392 0.0671792737336342 0.0863867993205533 0.0618559599623241 0.0440816980804424 0.0682787103650413 0.0939475032739281 0.0581134707025088 0.033729972828633 0.068284580603488 0.0432060457041407 0.0456214962304272 0.0408078469779934 0.0263219466541881 0.0623794118927074 0.0474641821218247 0.0566744256654185 0.0359997882365398 0.0719683339330695 0.0726392251815981 0.0995771205400442 0.0665676685954222 0.0616551320190514 0.0521691951336575 0.0430630967983524 0.0392940174858378 0.0466025881080181 0.0502683973357749 0.0537541515483115 0.0610190175938167 0.0378961330154269 0.0150825970644503 0.0214317766273081 0.054194728433603 0.0717445105576326 0.0509521686516782
"ont" 0.119235781826249 0.0893108263471872 0.079860687467418 0.0452729888204926 0.0630914826498423 0.0685335920037114 0.0133580903274068 0.0166533439914735 0.0180303289111579 0.0813588589835124 0.086198819450951 0.0756666974254868 0.0864120914082814 0.0680456214962304 0.0582439270504088 0.024859616284511 0.0362670999376206 0.0729542058539158 0.0910838983908511 0.042352692042988 0.0287873335732278 0.0242130750605327 0.0310370245839099 0.0320036868247222 0.0816930499252431 0.062603034160389 0.0748923422580041 0.0442057696715675 0.0740648275288145 0.0448824976212276 0.0230374935207049 0.0752567883657073 0.0378961330154269 0.0301651941289006 0.0696532740387513 0.0304845347439017 0.0164551629719341 0.0275990913529924
"petite" 0.0124781632143748 0.0128291794752866 0.0255110529409807 0.0722907402133672 0.0300897840330017 0.0277648911194523 0.0487570296950348 0.0674460431654676 0.0104386114748809 0.0830192438607269 0.041225522346107 0.0406016425209929 0.0188535472163523 0.03866228494104 0.0296784341658134 0.0219349555451568 0.143617715752978 0.0377955524303419 0.0222649529399858 0.0857642013870507 0.0755667506297229 0.0682368478978648 0.160357960350201 0.0550463413385222 0.112520615934769 0.0594728824523695 0.0692754165886538 0.0343822653001081 0.0757292056755295 0.129261593149136 0.132465587744053 0.254245906640903 0.0268430942192607 0.0539798210727696 0.0174133185096878 0.0468558589582193 0.0625296192933495 0.0509521686516782
"fortune" 0.0110917006349999 0.0177634792734737 0.00776423350377674 0.961685907686915 0.0213540402814851 0.016869807262452 0.0320594167857763 0.0133226751931788 0.00664275275674239 0.00664153950885815 0.0131172116555795 0.00184552920549968 0.0306370142265725 0.0440750048327856 0.0255976494680141 0.00584932147870847 0 0.0474641821218247 0.0748912053435887 0.0444703266451374 0.0242893127024109 0.0814439797490645 0.00905246550364038 0.0166419171488555 0.0154137830047629 0.0062603034160389 0.0280846283467515 0.0327450145715315 0.0099862688802896 0.0197482989533402 0.00191979112672541 0.0223736397843995 0.0536861884385214 0.00238146269438689 0.00334871509801689 0.0101615115813006 0.0236954346795851 0.016276387208175
"ton" 0.0291157141668746 0.0547707277598772 0.0210743480816797 0.0430823603291784 0.0427080805629702 0.0502579674693883 0.0440816980804424 0.0299760191846523 0.0398565165404544 0.0298869277898617 0.0093694368968425 0.140260219617975 0.0809131401368453 0.0672723757974096 0.0749380462686789 0.0263219466541881 0.0377177839351254 0.153819108728136 0.0344094727254326 0.0910582878924242 0.0665707088880892 0.0704380365397314 0.0607808398101569 0.0806492907983 0.05394824051667 0.0792971766031594 0.0430630967983524 0.0272875121429429 0.024965672200724 0.0377012980018312 0.0499145692948607 0.0691548866063256 0.0221060775923323 0.0261960896382558 0.0207620336077047 0.024839250532068 0.0487072823969249 0.0615672037874445
"eh" 0.083187754762499 0.0799356567306316 0.0632230442450392 0.0270177513928746 0.022324678476098 0.0189785331702585 0.0587755974405899 0.0466293631761258 0.00948964679534628 0.0298869277898617 0.011243324276211 0.00369105841099935 0.058917335051101 0.0378890392422192 0.0686313790084435 0.00438699110903135 0.0594780438976978 0.0448272831150567 0.0384576459872483 0.0349409709354651 0.0521770421014753 0.0440237728373322 0.0284506058685841 0.0716882584873777 0.0585723754180989 0.0563427307443501 0.0786369593709043 0.150081316786186 0.0923729871426788 0.0502683973357749 0.0364760314077828 0.0569510830875623 0.0410541441000458 0.0428663284989641 0.0535794415682703 0.0242747221108847 0.0631878258122268 0.0382141264887587
"soir" 0.0207969386906247 0.0162831893340176 0.031056934015107 0.0438125698262832 0.0397961659791313 0.0414716095201946 0.064786738087923 0.0724420463629097 0.0446013399381275 0.0298869277898617 0.0318560854492645 0.0295284672879948 0.058131770583753 0.0549004446162768 0.0408078469779934 0.0175479644361254 0.101547879825338 0.0413114177726993 0.0627466855581419 0.0434115093440627 0.0656711047139259 0.0572309046885318 0.0905246550364038 0.0576066362845 0.043158592413336 0.0448655078149454 0.140423141733758 0.0660357793859218 0.113177713976615 0.0394965979066803 0.0383958225345082 0.0467812468219262 0.0331591163884985 0.044453970295222 0.030138435882152 0.0434686884311191 0.0921489126428308 0.0516598376607293
"jours" 0.0374344896431245 0.0384875384258597 0.053240458311612 0.0357802653581312 0.0310604222276147 0.0383085206584848 0.0514286477605162 0.0616173727684519 0.0389075518609197 0.0332076975442908 0.03747774758737 0.0609024637814893 0.0487049969755768 0.0626329016044848 0.0400658861238481 0.0467945718296678 0.0783369358652605 0.0694383405115584 0.0586985122963263 0.0349409709354651 0.0539762504498021 0.0638344706141316 0.10216353925537 0.0473654565005889 0.0292861877090494 0.0479956595229649 0.0805092679273544 0.057849525743039 0.0640785586485249 0.0700166962891151 0.0729520628155657 0.0732228211125801 0.0615812161500687 0.0627118509521882 0.044203039293823 0.0423396315887523 0.050681901953557 0.0636902108145978
"seul" 0.0568449657543743 0.0646393273562515 0.0732056301784665 0.0445427793233879 0.046590633341422 0.0586928711006143 0.0507607432441458 0.0457966959765521 0.0493461633358006 0.0514719311936507 0.0430994097254755 0.0406016425209929 0.062845157387841 0.0494877247245312 0.0575019661962635 0.0643425362657932 0.0319150479451061 0.0562538454777182 0.0708430320817731 0.0571761342580338 0.0431810003598417 0.0594320933303984 0.0232777684379324 0.0588867837574889 0.0570309971176226 0.0584294985496964 0.0243400112338513 0.0600325267144744 0.0507635334748055 0.052063697240624 0.0499145692948607 0.0406793450625445 0.0536861884385214 0.0277837314345137 0.0401845811762027 0.047984915800586 0.036201358538255 0.0495368306335761
"eux" 0.077641904444999 0.113488895358304 0.100935035549098 0.0189854469247227 0.0368842513952924 0.0369027033866138 0.0567718838914789 0.0474620303756994 0.140446772571125 0.0282265429126472 0.0393516349667385 0.0867398726584848 0.0314225786939205 0.0131451768799536 0.0382109839884848 0.0482569021993449 0.049323255915164 0.0536169464709502 0.0404817326181561 0.0307057017311663 0.0485786254048219 0.0440237728373322 0.0452623275182019 0.0345639817707 0.032368944310002 0.0365184365935602 0.0243400112338513 0.0491175218572972 0.0466025881080181 0.0125670993339437 0.0345562402810574 0.0081358690125089 0.0584232050654498 0.0595365673596723 0.024780491725325 0.0863728484410548 0.0394923911326418 0.0665208868508021
"bas" 0.0249563264287497 0.0167766193138363 0.0155284670075535 0.0576865502712728 0.124241688910459 0.0864577622200666 0.0834880645462925 0.0824340527577938 0.0863557858376511 0.0232453882810035 0.0243605359317905 0.00553658761649903 0.0337792720959646 0.030929827952832 0.0408078469779934 0.0511815629386991 0.0580273599001929 0.0140634613694296 0.010120433154539 0.0190587114193446 0.0575746671464556 0.061633281972265 0.0853518176057522 0.0460853090276 0.0601137537185751 0.0532125790363306 0.0411907882419023 0.0305620136000961 0.0382806973744435 0.0359059980969821 0.0767916450690165 0.0386453778094173 0.0157900554230945 0.0182578806569662 0.0207620336077047 0.0937117179164385 0.0605549997367174 0.0750129149594152
"faisait" 0.0332751019049996 0.0375006784662223 0.0299477578002817 0.0445427793233879 0.0543557388983257 0.0383085206584848 0.0788127329317001 0.0849320543565148 0.0578868454516123 0.0249057731582181 0.0655860582778975 0.0295284672879948 0.0408493523020967 0.042528513435144 0.0408078469779934 0.0365582592419279 0.0652807798877171 0.0298848554100378 0.0141686064163546 0.052940865053735 0.061173083843109 0.0594320933303984 0.0892314456787409 0.0640073736494444 0.0354517009109546 0.0459088917176186 0.0411907882419023 0.0283790126286606 0.0274622394207964 0.107717994290946 0.113267676476799 0.0691548866063256 0.0457911607269742 0.0404848658045772 0.0308081789017554 0.0700015242267372 0.0875414670106893 0.0580288587421891
"pourquoi" 0.0582314283337493 0.0597050275580644 0.0510221058819615 0.0387011033465501 0.0446493569521961 0.0400657922483236 0.0574397884078492 0.0466293631761258 0.0199282582702272 0.043170006807578 0.0093694368968425 0.0904309310694842 0.0565606416490569 0.0409820220375024 0.0404368665509208 0.00146233036967712 0.0333657319426109 0.0562538454777182 0.0829875518672199 0.0614114034623326 0.0602734796689457 0.0682368478978648 0.0310370245839099 0.0627272261764555 0.064737888620004 0.0792971766031594 0.0524246395806029 0.0944147920145824 0.0724004493820996 0.0556542970503223 0.0537541515483115 0.03661141055629 0.0505281773539025 0.0547736419708985 0.030138435882152 0.0344362336921852 0.0394923911326418 0.0360911194616054
"oh" 0.0845742173418739 0.115956045257398 0.119791031201127 0.0189854469247227 0.0271778694491628 0.018275624534323 0.0574397884078492 0.0532907007727152 0.0142344701930194 0.0249057731582181 0.0018738873793685 0.00553658761649903 0.0369215299653566 0.042528513435144 0.0504533380818828 0.00146233036967712 0.0203095759650675 0.0263689900676804 0.00404817326181561 0.0222351633225687 0.08546239654552 0.0770416024653313 0.0607808398101569 0.0384044241896666 0.0554896188171463 0.0406919722042528 0.0337015540161019 0.103146795900324 0.0790579619689594 0.0700166962891151 0.0998291385897214 0.0833926573782162 0.00473701662692836 0.00635056718503171 0.00468820113722365 0.0304845347439017 0.0987309778316044 0.0842126120770793
"disait" 0.0138646257937498 0.00444086981836842 0.0066550572889515 0.0591469692654823 0.069885950012133 0.0400657922483236 0.0380705574331094 0.0890953903543832 0.0313158344246427 0.0232453882810035 0.0618382835191605 0.0609024637814893 0.0816987046041933 0.0680456214962304 0.0860674590808589 0.0219349555451568 0.0565766759026881 0.0254900237320911 0.030361299463617 0.0391762401397639 0.0593738754947823 0.0792427911071979 0.0543147930218423 0.0640073736494444 0.0184965396057154 0.0448655078149454 0.0898708107096049 0.0447515199144264 0.0590854242083801 0.10053679467155 0.132465587744053 0.0528831485813078 0.0284220997615702 0.0103196716756765 0.0060276871764304 0.0457268021158525 0.074377336633142 0.0396294645068608
"grande" 0.0915065302387489 0.0468758480827778 0.0587863393857382 0.0503844553002256 0.0446493569521961 0.0562326908748401 0.0534323613096272 0.0449640287769784 0.0683254569264932 0.0464907765620071 0.041225522346107 0.05721140537049 0.0314225786939205 0.0355693021457568 0.0415498078321388 0.0190102948058025 0.0391684679326302 0.0421903841082887 0.0344094727254326 0.0434115093440627 0.061173083843109 0.0638344706141316 0.0620740491678198 0.0243228019867889 0.021579296206668 0.0511258112309843 0.0299569369032016 0.0294705131143783 0.0416094536678733 0.0412918978115294 0.0844708095759181 0.0915285263907251 0.0394751385577363 0.0492168956839958 0.0502307264702534 0.0468558589582193 0.0605549997367174 0.0721822389232108
"mort" 0.0568449657543743 0.0824028066297252 0.0720964539636412 0.0511146647973304 0.0795923319582626 0.0492036045154851 0.0173655174256288 0.0166533439914735 0.0427034105790582 0.0282265429126472 0.048721071863581 0.0978130478914829 0.061274028453145 0.03866228494104 0.0541631423526095 0.0277842770238652 0.0116054719800386 0.0193372593829656 0.0789393786054043 0.0328233363333157 0.0377833753148615 0.0396213955535989 0.0400894900875503 0.0563264888115111 0.117144750836198 0.0511258112309843 0.0468077139112526 0.10041804468603 0.0557566679149503 0.0484730974309258 0.0153583290138033 0.0122038035187633 0.066318232776997 0.0166702388607082 0.0214317766273081 0.0592754842242533 0.0236954346795851 0.0403371335159119
"serait" 0.0471397276987494 0.0375006784662223 0.0332752864447575 0.0321292178726077 0.0203834020868721 0.0203843504421295 0.0547681703423679 0.0374700239808154 0.0180303289111579 0.0348680824215053 0.0430994097254755 0.0369105841099935 0.058917335051101 0.07732456988208 0.0675184377272255 0.0219349555451568 0.0928437758403087 0.109870791948668 0.0971561582835745 0.150352056752607 0.0404821878373516 0.061633281972265 0.0271573965109212 0.0179220646218444 0.0231206745071443 0.0313015170801945 0.0224677026774012 0.0327450145715315 0.0224691049806516 0.0359059980969821 0.0460749870414099 0.03661141055629 0.0710552494039254 0.157176537829535 0.0294686928625486 0.0468558589582193 0.043441630245906 0.0254760843258391
"aurait" 0.0443668025399994 0.0281255088496667 0.0277294053706312 0.0481938268089115 0.0553263770929386 0.0442832440639366 0.0621151200224416 0.0457966959765521 0.0379585871813851 0.0265661580354326 0.048721071863581 0.0110731752329981 0.0369215299653566 0.0649526387009472 0.015581177937052 0.0146233036967712 0.0957451438353183 0.0527379801353608 0.0242890395708936 0.0942347397956483 0.0593738754947823 0.0748404138234647 0.0426759088028761 0.0358441292436889 0.00924826980285772 0.0313015170801945 0.0168507770080509 0.0300162633572372 0.0332875629342987 0.086174395432757 0.0729520628155657 0.03661141055629 0.0600022106077592 0.132568089987537 0.0294686928625486 0.072824166332654 0.0717445105576326 0.0643978798236489
"sais" 0.0693231289687491 0.0458889881231404 0.0521312820967867 0.059877178762587 0.0495025479252609 0.0516637847412593 0.0273840851711839 0.0349720223820943 0.0123365408339502 0.0996230926328723 0.041225522346107 0.0461382301374919 0.058131770583753 0.069592112893872 0.0367270622801941 0.00146233036967712 0.0449712039226495 0.0606486771556649 0.0688189454508653 0.0381174228386892 0.0638718963655991 0.0748404138234647 0.0245709777955953 0.0588867837574889 0.0893999414276246 0.0605162663550427 0.0973600449354054 0.0627612779287687 0.0732326384554571 0.0430871977163785 0.0383958225345082 0.0610190175938167 0.0157900554230945 0.0142887761663214 0.0294686928625486 0.0270973642168015 0.0487072823969249 0.0474138236064228
"écria" 0.0859606799212489 0.125824644853772 0.0787515112525927 0.132167918975954 0.0766804173744237 0.0808344931325826 0.0367347484003687 0.0341393551825206 0.0322647991041773 0.0398492370531489 0.0168649864143165 0.0332195256989942 0.059702899518449 0.0626329016044848 0.0738251049874609 0.00438699110903135 0.0217602599625724 0.0342796870879845 0.00607225989272341 0.0201175287204193 0.0215905001799208 0.0440237728373322 0.0181049310072808 0.0204823595678222 0.0184965396057154 0.00939045512405835 0.0449354053548025 0.0251045111715075 0.0349519410810136 0 0.0191979112672541 0.0142377707718906 0.0631602216923781 0.0928770450810888 0.0321476649409622 0.0107260400024839 0.0131641303775473 0.0127380421629196
"chambre" 0.0291157141668746 0.00937516961655556 0.00887340971860199 0.0759417876988908 0.0397961659791313 0.0456890613358076 0.0527644567932568 0.0582867039701572 0.0189792935906926 0.0348680824215053 0.026234423311159 0.0166097628494971 0.0746286243980612 0.0448482505316064 0.0460015729570108 0.0321712681328966 0.0464218879201544 0.0782280038674519 0.0323853860945248 0.0857642013870507 0.0557754587981288 0.0484261501210654 0.0982839111823813 0.0691279635414 0.0231206745071443 0.0594728824523695 0.0655307994757536 0.0649442789002041 0.0507635334748055 0.0574495969551714 0.0268770757741558 0.0549171158344351 0.00947403325385672 0.00714438808316068 0.0415240672154094 0.0423396315887523 0.0914907061239534 0.0360911194616054
"mille" 0.0124781632143748 0.0296057987891228 0.0288385815854565 0.0408917318378643 0.0397961659791313 0.0397143379303558 0.0834880645462925 0.038302691180389 0.0531420220539392 0.0564530858252943 0.018738873793685 0.0166097628494971 0.0667729797245811 0.0757780784844384 0.0434047099675021 0.00584932147870847 0.0145068399750482 0.0518590137997715 0.0121445197854468 0.0497644131505109 0.0530766462756387 0.0418225841954655 0.0607808398101569 0.0256029494597778 0.0231206745071443 0.028171365372175 0.131061598951507 0.0458430204001441 0.0640785586485249 0.0125670993339437 0.0172781201405287 0.0305095087969084 0.101056354707805 0.0301651941289006 0.127251173724642 0.0344362336921852 0.0572639671423306 0.0360911194616054
"tant" 0.0485261902781244 0.0384875384258597 0.0465854010226605 0.0489240363060162 0.0417374423683572 0.0390114292944203 0.0541002658259975 0.0516253663735678 0.040805481219989 0.0531323160708652 0.029982198069896 0.0461382301374919 0.0699152375939732 0.0587666731103808 0.0767929484040422 0.0160856340664483 0.049323255915164 0.0439483167794673 0.0364335593563405 0.0391762401397639 0.0602734796689457 0.0572309046885318 0.0517283743065165 0.0448051615546111 0.0524068622161937 0.0459088917176186 0.0299569369032016 0.0180097580143423 0.0224691049806516 0.118489793720041 0.0959895563362706 0.14644564222516 0.0584232050654498 0.0301651941289006 0.0294686928625486 0.0270973642168015 0.038175978094887 0.0396294645068608
"vieux" 0.0124781632143748 0.0128291794752866 0.0366028150892332 0.0248271229015605 0.126182965299685 0.0643161401880984 0.0427458890477017 0.0208166799893419 0.0170813642316233 0.139472329686021 0.0655860582778975 0.0424471717264926 0.0832698335388894 0.0703653585926928 0.0816156939559869 0.0599555451567618 0.0348164159401158 0.022853124725323 0.0222649529399858 0.0275292498279422 0.0431810003598417 0.0462249614791988 0.0543147930218423 0.0524860463925444 0.0169551613052391 0.0125206068320778 0.0430630967983524 0.0256502614143663 0.0208047268339367 0.10053679467155 0.0230374935207049 0.0650869521000712 0.0268430942192607 0.00317528359251586 0.00736717321563716 0.0818566210715879 0.0447580432836607 0.0806742670318239
"pauvre" 0.0249563264287497 0.0473692780625965 0.0465854010226605 0.10368974858887 0.06891531181752 0.0629103229162273 0.0320594167857763 0.0574540367705835 0.00379585871813851 0.0514719311936507 0.03747774758737 0.0184552920549968 0.0526328193123169 0.0549004446162768 0.0686313790084435 0.00438699110903135 0.0232109439600772 0.0413114177726993 0.0161926930472624 0.0328233363333157 0.0206908960057575 0.0550297160466652 0.0310370245839099 0.0627272261764555 0.032368944310002 0.0386052043989065 0.0393184796854522 0.0474802711287206 0.0657429367952399 0.172348790865514 0.172781201405287 0.154581511237669 0.0110530387961662 0.00317528359251586 0.0107158883136541 0.018629437899051 0.0322521194249908 0.0283067603620435
"assez" 0.0720960541274991 0.0592115975782457 0.0765331588229422 0.0511146647973304 0.0291191458383887 0.0369027033866138 0.0247124671057026 0.0266453503863576 0.0189792935906926 0.0630946253341525 0.056216621381055 0.0166097628494971 0.0950533005491096 0.0688188671950512 0.0612117704669902 0.0292466073935423 0.0435205199251447 0.0905335325657027 0.0667948588199575 0.0571761342580338 0.0413817920115149 0.0352190182698657 0.0258641871532582 0.0217625070408111 0.0184965396057154 0.0239978297614824 0.0468077139112526 0.0272875121429429 0.0341197520076561 0.0556542970503223 0.0537541515483115 0.063052984846944 0.0552651939808309 0.0936708659792178 0.0482214974114432 0.0282264210591682 0.0230372281607077 0.0403371335159119
"êtes" 0.080414829603749 0.0651327573360702 0.0776423350377674 0.0737511592075766 0.0320310604222276 0.0752112240450986 0.0293877987202949 0.0283106847855049 0.00569378807720777 0.0481511614392216 0.0505949592429495 0.00553658761649903 0.0526328193123169 0.07732456988208 0.0497113772277375 0 0.0101547879825338 0.0272479564032698 0.0951320716526667 0.0539996823548097 0.0503778337531486 0.0242130750605327 0.0258641871532582 0.0294433918787444 0.0508654839157174 0.0292147492748482 0.117955439056356 0.126614056343255 0.0757292056755295 0.0215435988581893 0.0134385378870779 0.0325434760500356 0.00789502771154727 0.00793820898128964 0.0187528045488946 0.0152422673719508 0.0164551629719341 0.0275990913529924
"toi" 0.0346615644843746 0.0300992287689415 0.0188559956520292 0.0554959217799587 0.0368842513952924 0.0242503479397748 0.03940636646585 0.0366373567812417 0.055988916092543 0.021585003403789 0.022486648552422 0.208544800221464 0.0424204812367927 0.01933114247052 0.0315333363011768 0.00584932147870847 0.0333657319426109 0.115144589962204 0.0141686064163546 0.0667054899677061 0.0809643756747031 0.12987012987013 0.0206913497226066 0.0742485534333555 0.0940240763290534 0.0824273283111788 0.0711477251451039 0.0212842594714955 0.049931344401448 0.0502683973357749 0.0518343604215861 0.099664395403234 0.00315801108461891 0.0341342986195455 0.00669743019603378 0.0536302000124196 0.050681901953557 0.073597576941313
"terre" 0.0582314283337493 0.0725342070333509 0.0366028150892332 0.0167948184334085 0.0601795680660034 0.0414716095201946 0.0307236077530356 0.0607847055688782 0.089202679876255 0.0464907765620071 0.033729972828633 0.123650456768478 0.0274947563571805 0.0239706166634448 0.0289364733116681 0.0380205896116051 0.0130561559775434 0.0140634613694296 0.0161926930472624 0.010588173010747 0.0278877293990644 0.0352190182698657 0.0724197240291231 0.0486456039735778 0.032368944310002 0.0323449009828676 0.00936154278225051 0.0403855179715555 0.0158115923937919 0.0377012980018312 0.0403156136612337 0.0528831485813078 0.0726342549462349 0.0865264778960571 0.085057363489629 0.102179644234189 0.038175978094887 0.0474138236064228
"quatre" 0.0623908160718742 0.0503298579415088 0.0377119913040585 0.0584167597683775 0.0640621208444552 0.0506094217873561 0.03940636646585 0.0499600319744205 0.0493461633358006 0.0265661580354326 0.0168649864143165 0.0258374088769955 0.0353504010306606 0.0634061473033056 0.0333882384365401 0.0175479644361254 0.0275629959525916 0.0281269227388591 0.0283372128327092 0.0296468844300916 0.0584742713206189 0.0418225841954655 0.0413826994452132 0.0230426545138 0.0138724047042866 0.0260845975668287 0.0561692566935031 0.0349280155429669 0.0515957225481629 0.0305200983824348 0.0460749870414099 0.0325434760500356 0.0489491718115931 0.0698562390353488 0.0924245367052662 0.0705660526479206 0.0440998367647833 0.0481214926154739
"comte" 0.0305021767462496 0.0858568164884562 0.00332752864447575 0.0138739804449897 0.00388255277845183 0.233365667130586 0.00801485419644408 0.00249800159872102 0 0 0.003747774758737 0 0.157112893469603 0.207229847283974 0.00222588256243601 0.00584932147870847 0 0 0.020240866309078 0.152469691354757 0.0260885210507377 0 0.0400894900875503 0.00128014747298889 0 0.0083470712213852 0.00561692566935031 0 0.0024965672200724 0 0 0.00203396725312722 0.00315801108461891 0 0.000669743019603378 0.000564528421183364 0.187588857880048 0
"bonne" 0.0526855780162493 0.0271386488900293 0.0343844626595827 0.0766719971959955 0.0892987139043921 0.0453376070178398 0.0514286477605162 0.0616173727684519 0.000948964679534628 0.0713965497202251 0.0468471844842125 0.0203008212604964 0.0377070944327046 0.0340228107481152 0.0304203950199587 0.0219349555451568 0.0478725719176592 0.0413114177726993 0.0506021657726951 0.0264704325268675 0.0431810003598417 0.0660356592559982 0.0762993521021118 0.0332838342977111 0.0169551613052391 0.0229544458588093 0.054296948137053 0.0174640077714835 0.0274622394207964 0.12028509362489 0.182380157038914 0.262381775653412 0.0300011053038796 0.0293713732307717 0.0207620336077047 0.0366943473769187 0.0552893475856985 0.0502444996426272
"fort" 0.0693231289687491 0.0478627080424152 0.0632230442450392 0.0343198463639218 0.0203834020868721 0.02811634543742 0.0527644567932568 0.0824340527577938 0.0265710110269696 0.0730569345974397 0.0318560854492645 0.00553658761649903 0.0934821716144135 0.0641793930021264 0.0411788274050661 0.00584932147870847 0.0275629959525916 0.0219741583897337 0.0263131262018014 0.0179998941182699 0.0710687297589061 0.0484261501210654 0.029743815226247 0.0294433918787444 0.0631965103195277 0.0354750526908871 0.0805092679273544 0.122248054400384 0.0649107477218824 0.0430871977163785 0.0748718539422911 0.0427133123156717 0.0236850831346418 0.0277837314345137 0.019422547568498 0.0316135915862684 0.0368595650571323 0.0233530772986859
"voilà" 0.0596178909131243 0.0300992287689415 0.026620229155806 0.0722907402133672 0.0621208444552293 0.0495550588334528 0.0300557032366653 0.0349720223820943 0.0199282582702272 0.0464907765620071 0.0206127611730535 0.0369105841099935 0.0557750771817089 0.0649526387009472 0.0437756903945748 0.0116986429574169 0.0420698359276399 0.0536169464709502 0.0323853860945248 0.0402350574408386 0.0836631881971932 0.0528285274047986 0.0375030713722245 0.0512058989195555 0.043158592413336 0.0365184365935602 0.054296948137053 0.0480260213715795 0.0515957225481629 0.052063697240624 0.065272898308664 0.081358690125089 0.0300011053038796 0.0309590150270296 0.0254502347449284 0.0434686884311191 0.0677952714443684 0.0360911194616054
"venait" 0.00554585031749993 0.0271386488900293 0.0188559956520292 0.0445427793233879 0.069885950012133 0.0376056120225493 0.0480891251786645 0.0566213695710099 0.0132855055134848 0.00996230926328723 0.0393516349667385 0.0387561133154932 0.0542039482470129 0.046394741929248 0.0704862811438069 0.00438699110903135 0.0333657319426109 0.0474641821218247 0.00607225989272341 0.0328233363333157 0.0575746671464556 0.0308166409861325 0.0543147930218423 0.0192022120948333 0.010789648103334 0.0344316687882139 0.0299569369032016 0.0305620136000961 0.0366163192277285 0.0466777975260767 0.0422354047879591 0.0305095087969084 0.112109393503971 0.0627118509521882 0.0241107487057216 0.0688724673843705 0.107945869095888 0.0679362248689043
"milieu" 0.0221834012699997 0.0434218382240468 0.0643322204598645 0.0306687988783982 0.0320310604222276 0.0316308886170975 0.0854917780954035 0.0449640287769784 0.117671620262294 0.0166038487721454 0.0093694368968425 0.0406016425209929 0.0282803208245285 0.0278368451575488 0.0274525516033774 0.0584932147870847 0.0130561559775434 0.0193372593829656 0.0323853860945248 0.0158822595161205 0.034184958618208 0.0264142637023993 0.0310370245839099 0.0396845716626555 0.0354517009109546 0.0333882848855408 0.0149784684516008 0.0294705131143783 0.0174759705405068 0.0305200983824348 0.0422354047879591 0.0284755415437811 0.066318232776997 0.0571551046652854 0.0877363355680425 0.079033978965671 0.0835922278974251 0.103319675321459
"seulement" 0.0332751019049996 0.0616787474773392 0.0465854010226605 0.0533052932886445 0.0310604222276147 0.0460405156537753 0.0187013264583695 0.0208166799893419 0.00759171743627702 0.0232453882810035 0.0356038602080015 0.0276829380824952 0.0455627391061847 0.0703653585926928 0.0567600053421181 0.0263219466541881 0.0464218879201544 0.0843807682165773 0.0344094727254326 0.0550584996558844 0.0323857502698813 0.0418225841954655 0.0310370245839099 0.0332838342977111 0.0231206745071443 0.0375618204962334 0.0280846283467515 0.0354737657858258 0.0441060208879457 0.0430871977163785 0.0479947781681353 0.0406793450625445 0.0394751385577363 0.0317528359251586 0.0616163578035108 0.066614353699637 0.0638460323311042 0.0615672037874445
"allait" 0.0124781632143748 0.017270049293655 0.026620229155806 0.0460031983175973 0.0524144625090997 0.0323337972530331 0.0601114064733306 0.0657807087663203 0.0427034105790582 0.00996230926328723 0.022486648552422 0.0313739964934945 0.0707008020613212 0.0518074618209936 0.0489694163735921 0.0175479644361254 0.0609287278952026 0.04043245143711 0.0182167796781702 0.0550584996558844 0.0746671464555596 0.0682368478978648 0.0956974924670555 0.0422448666086333 0.021579296206668 0.0406919722042528 0.0337015540161019 0.0327450145715315 0.0299588066408688 0.0556542970503223 0.0710322716888403 0.0325434760500356 0.0742132604885443 0.0428663284989641 0.0227712626665149 0.0620981263301701 0.0579221736612079 0.0537828446878826
